IQ,Academic_Performance,Internship_Experience,Placement,CGPA_bin,Comm_bin,Projects_bin
97,1,No,No,High,Low,Medium
106,8,Yes,No,Medium,High,Low
91,9,No,No,Low,Low,Low
122,1,Yes,No,,Medium,Low
97,7,Yes,No,Medium,High,Low
109,5,No,No,Medium,High,Medium
121,8,Yes,Yes,High,Low,High
115,4,Yes,Yes,Low,High,High
78,2,No,No,High,Medium,Low
106,7,No,No,High,Low,High
112,7,Yes,No,High,Low,Low
113,8,Yes,No,Low,Medium,High
83,9,No,No,Medium,Low,High
90,6,No,No,Low,High,Low
114,3,No,No,Medium,Medium,Medium
88,5,No,No,High,Medium,High
95,3,No,No,Medium,Medium,Low
123,10,Yes,No,Medium,Medium,Medium
99,9,No,No,High,High,Medium
89,5,Yes,No,High,Medium,Medium
86,7,No,No,High,Medium,Medium
104,10,Yes,No,Medium,Medium,High
80,7,Yes,No,High,Low,Medium
96,7,Yes,No,Medium,Low,Low
104,10,No,No,Medium,Low,Medium
119,4,No,No,Medium,Low,Low
110,4,No,No,Medium,Low,High
89,3,No,No,High,Medium,Medium
117,4,Yes,No,Low,Low,High
95,9,No,No,High,Medium,Medium
81,5,Yes,No,High,Low,Low
97,6,Yes,No,High,High,Low
121,4,No,No,Low,Medium,Medium
102,1,No,No,Medium,Low,Low
100,7,No,No,Low,Low,Medium
124,7,No,Yes,Medium,High,High
78,6,Yes,No,High,Medium,Low
80,4,No,No,Low,Medium,Low
75,10,No,No,High,Medium,Medium
105,8,No,No,Low,Low,Low
102,8,Yes,No,Medium,High,High
123,1,No,Yes,High,Low,High
103,9,Yes,No,High,Low,Medium
93,8,No,Yes,High,High,Medium
100,2,Yes,No,Medium,Low,Medium
101,9,No,No,High,Low,High
74,4,No,No,High,Low,Low
140,10,No,No,Medium,High,Low
107,6,No,No,Medium,Low,Medium
103,2,Yes,No,High,Medium,Medium
109,10,Yes,No,High,Low,Low
110,4,Yes,No,High,High,Low
97,2,Yes,No,Medium,High,Low
90,9,No,No,Low,Low,Low
108,9,No,Yes,High,High,Medium
105,5,Yes,No,High,Low,Medium
87,3,No,No,High,Medium,Medium
121,3,No,Yes,High,High,Medium
104,1,No,No,Low,Low,High
110,8,No,No,High,Medium,Low
120,3,No,No,,Low,Low
100,4,No,No,High,Medium,High
104,2,No,No,Medium,Low,Medium
112,8,No,No,Medium,Low,Low
89,3,No,No,High,Low,Medium
100,2,No,No,High,High,Low
101,1,Yes,No,High,Medium,High
85,10,No,Yes,High,High,Medium
134,2,Yes,No,High,High,Low
78,2,No,No,High,Medium,Low
80,4,No,No,Low,High,High
119,1,No,No,Low,High,Low
110,1,No,No,Low,Low,Low
84,6,No,No,High,Medium,High
109,5,Yes,No,Medium,High,Medium
122,1,Yes,No,Medium,High,Low
99,6,No,No,High,Low,Low
138,8,No,No,High,Medium,Low
74,5,No,Yes,High,High,Medium
110,3,No,No,Medium,Low,High
117,3,No,Yes,High,Low,High
113,2,Yes,Yes,Low,High,High
96,9,Yes,No,Low,High,Medium
95,9,No,No,Medium,Low,Medium
106,7,Yes,No,Medium,Low,Medium
112,1,Yes,No,Low,Medium,High
109,1,Yes,No,High,Medium,Low
115,4,Yes,No,Low,Low,Medium
84,2,No,No,High,Low,Medium
96,3,Yes,No,Low,High,High
85,2,Yes,No,Low,High,Medium
94,1,Yes,No,Medium,High,Low
115,3,No,Yes,High,High,High
101,7,No,No,High,Low,Medium
139,10,No,Yes,,Low,Medium
102,9,Yes,Yes,High,High,Medium
100,10,Yes,No,High,Low,Medium
101,9,No,No,High,Low,Low
90,8,Yes,No,High,High,Low
99,6,No,No,Low,Medium,Medium
116,1,No,No,High,Medium,Medium
101,8,Yes,No,Medium,Medium,Low
88,8,Yes,No,Medium,High,High
86,9,Yes,No,High,Low,Medium
93,10,Yes,No,Low,High,Low
101,6,Yes,No,Medium,Low,Low
117,3,Yes,No,Low,High,Low
79,6,No,No,,Medium,Low
95,8,Yes,No,Low,Medium,Medium
102,7,Yes,No,Medium,High,High
72,8,No,No,High,Low,Low
87,3,No,No,Medium,Medium,High
89,8,No,No,Medium,Low,Low
88,5,No,No,Medium,High,Low
102,7,No,No,Low,High,Medium
97,4,No,No,Low,Low,Medium
91,3,No,No,Low,Medium,Low
106,6,Yes,No,Medium,Medium,High
125,9,No,Yes,High,High,High
124,4,Yes,Yes,High,Low,High
71,9,No,No,High,Low,Medium
108,3,Yes,No,Low,Low,Low
97,6,No,No,Medium,Low,Medium
102,5,No,Yes,High,High,High
94,9,Yes,No,Low,Low,Medium
101,6,No,No,High,Low,High
102,2,No,No,High,Low,Low
91,4,Yes,No,High,High,Low
86,5,Yes,No,Medium,Medium,High
93,9,Yes,No,Medium,High,Low
103,1,Yes,No,High,Low,Low
108,9,Yes,No,High,Low,High
112,10,No,No,Low,Low,Low
92,1,No,No,High,High,Low
104,1,No,No,Low,Low,High
114,4,No,No,Low,Medium,Low
117,6,No,Yes,High,Low,Medium
99,2,No,No,High,Low,High
96,1,No,Yes,High,High,High
102,4,Yes,No,Medium,Medium,Medium
82,8,No,No,Low,Low,Low
97,6,No,No,High,Medium,Medium
111,5,Yes,No,Medium,Low,Low
109,1,No,No,High,High,High
95,3,No,No,High,Low,Medium
103,7,Yes,No,Low,Low,Low
87,10,Yes,No,High,Medium,Low
110,3,No,No,Medium,Low,High
98,5,No,No,High,Medium,High
95,6,Yes,No,High,High,Medium
94,9,No,No,Low,Low,Medium
99,3,No,No,Medium,High,High
93,6,No,No,Medium,Low,Medium
109,2,No,No,Low,Low,Medium
94,9,Yes,Yes,High,High,High
123,9,Yes,Yes,High,High,Medium
121,7,Yes,No,High,Medium,Low
86,9,No,No,High,High,Low
101,4,Yes,No,Medium,Medium,High
90,10,No,No,Medium,Low,Medium
95,1,No,No,,Low,Low
130,1,Yes,Yes,High,Low,Medium
95,2,No,No,Medium,Low,Medium
105,10,No,No,Medium,High,Medium
108,3,Yes,No,High,High,Low
84,2,No,No,Low,High,Medium
87,4,Yes,No,High,Medium,High
81,8,No,No,High,Low,Medium
86,3,No,No,Low,Medium,Medium
57,4,No,No,High,Medium,High
108,2,Yes,No,High,Medium,Medium
130,1,Yes,Yes,High,Medium,Medium
102,8,No,No,Medium,Low,High
78,7,No,No,Medium,Low,Low
90,10,No,No,High,High,Low
93,2,No,No,Medium,Medium,Low
84,8,No,No,Medium,High,Medium
112,10,No,No,High,Low,High
112,3,No,No,High,Low,Low
82,7,Yes,No,Low,Low,Low
110,1,No,No,Medium,Low,High
122,3,No,No,Low,Medium,Low
128,9,No,Yes,High,Medium,Medium
142,4,No,Yes,High,Medium,Medium
86,1,Yes,No,Low,Medium,Medium
142,6,No,Yes,,High,Medium
94,1,No,No,Low,Low,High
91,10,Yes,No,High,High,Low
104,1,No,No,High,Low,Low
91,2,No,Yes,High,High,Medium
105,3,Yes,No,Low,Medium,High
80,2,No,No,High,Low,High
96,8,No,No,,Low,Low
119,6,Yes,No,High,Low,High
99,1,No,No,High,Medium,Low
102,6,Yes,No,Low,Low,Medium
107,1,No,No,High,Medium,Low
117,9,Yes,No,Medium,Medium,High
75,3,Yes,No,High,High,Low
108,1,No,No,Medium,Medium,Medium
95,1,No,Yes,High,High,Medium
102,2,No,No,Low,High,High
115,6,Yes,No,Low,Low,Medium
82,1,No,No,Low,Low,High
84,7,Yes,No,Low,Low,Medium
70,4,No,No,High,High,Medium
91,7,Yes,No,High,High,Low
119,4,Yes,No,High,Low,Medium
98,4,No,No,High,High,Low
79,4,Yes,No,High,Medium,Low
92,10,No,No,Medium,Low,Medium
77,10,Yes,No,Medium,Low,Low
83,8,Yes,No,Medium,Low,Medium
105,2,Yes,No,High,Low,High
82,8,No,No,Medium,Medium,Medium
116,10,No,Yes,Low,High,Medium
98,1,No,No,High,High,High
101,7,No,No,High,Low,Low
95,7,No,No,High,Low,Low
111,6,Yes,No,High,Low,Low
111,4,Yes,No,High,Low,High
105,5,No,No,High,Low,Medium
108,1,No,No,High,Medium,High
96,2,Yes,No,High,Medium,High
108,10,No,No,Medium,Medium,High
94,7,No,No,Medium,Medium,Low
100,2,Yes,No,Medium,Medium,Low
95,8,Yes,No,High,Low,Medium
93,7,No,No,High,Low,High
89,10,Yes,No,Medium,High,High
107,8,No,No,Medium,High,Low
119,4,No,Yes,High,High,High
117,1,Yes,Yes,High,High,Medium
81,7,Yes,No,Medium,Low,High
119,1,No,Yes,High,High,Medium
95,7,Yes,No,Medium,Medium,Low
109,9,No,No,High,Medium,Medium
86,5,No,No,Low,Low,High
102,2,Yes,No,Low,Low,High
104,1,Yes,No,Medium,Low,High
77,8,No,No,High,Low,Low
109,4,No,No,High,Low,Medium
120,8,No,Yes,High,High,Medium
97,2,Yes,No,High,Low,High
120,3,No,No,Medium,Medium,Medium
97,3,No,No,,Low,High
112,4,No,Yes,High,Medium,High
66,9,Yes,No,Medium,Medium,Low
136,9,No,Yes,High,Medium,High
122,5,Yes,No,Low,Medium,High
95,7,No,No,Low,High,High
70,9,No,No,High,Low,Low
104,1,No,No,High,High,Low
78,2,No,No,Medium,Medium,High
106,6,No,No,Medium,High,Medium
106,3,No,No,High,Low,Low
85,7,Yes,No,High,Medium,Low
116,5,Yes,No,Medium,Low,Low
112,10,No,Yes,Low,High,High
114,8,No,No,Medium,Low,High
100,1,Yes,No,High,Low,Low
78,9,No,No,Medium,Medium,Medium
114,10,Yes,No,Medium,Low,High
95,6,No,No,High,Low,High
79,5,No,No,High,High,Low
120,8,No,Yes,High,Medium,High
131,4,Yes,No,High,Low,Low
99,9,No,No,Medium,Low,High
132,5,Yes,Yes,Low,High,High
101,1,Yes,Yes,High,High,Medium
94,8,Yes,No,High,Low,Medium
90,9,No,Yes,,High,High
124,5,No,Yes,High,High,High
88,5,Yes,No,High,Low,High
111,6,No,Yes,High,High,Medium
91,9,Yes,Yes,High,High,Medium
93,5,Yes,Yes,High,High,Medium
115,2,No,No,Low,Medium,Medium
94,3,No,No,Medium,Low,Medium
93,10,Yes,Yes,,High,High
116,3,Yes,No,Medium,High,Low
123,9,No,Yes,High,Low,High
109,8,No,No,Low,Low,High
90,6,Yes,No,Medium,Medium,High
92,5,Yes,No,Medium,High,Low
101,10,Yes,No,Low,Medium,Low
104,2,No,No,Low,Low,High
85,9,Yes,No,Medium,Low,Medium
110,10,Yes,No,High,Medium,Medium
101,8,Yes,No,Low,Low,Medium
74,5,Yes,No,Medium,Medium,Low
86,6,No,No,Low,Low,Low
92,9,Yes,No,High,Medium,Medium
98,1,Yes,No,High,Medium,Medium
128,4,Yes,Yes,High,High,High
103,5,No,No,Medium,Low,High
87,9,No,No,Low,Medium,High
103,5,No,Yes,High,High,High
94,5,Yes,No,High,High,Low
104,3,No,No,Low,Low,High
108,8,Yes,No,Medium,High,Medium
118,7,Yes,No,Medium,Low,Low
99,8,No,No,Low,Medium,Medium
124,4,No,Yes,High,Low,High
113,8,No,No,Medium,Medium,Low
89,10,No,No,Medium,High,Low
133,4,No,Yes,Medium,High,Medium
104,1,No,No,,Low,Medium
87,4,Yes,No,High,Medium,Medium
124,5,No,No,High,Medium,Low
131,10,No,No,Medium,Medium,High
99,8,Yes,No,High,Medium,Medium
92,10,Yes,No,Medium,High,Low
97,6,No,No,Low,Low,Low
110,10,Yes,No,Medium,Medium,Medium
119,5,Yes,No,Medium,Medium,Low
108,3,No,No,Medium,High,Low
101,4,No,No,High,Low,Medium
122,6,Yes,No,Low,Medium,Low
95,6,Yes,No,Medium,Medium,High
115,6,No,No,Low,High,Low
95,2,Yes,No,Medium,High,High
106,8,No,No,Low,Medium,Medium
98,8,Yes,No,Medium,Medium,High
99,6,Yes,No,Medium,High,Medium
94,4,No,No,High,Low,High
120,2,No,No,High,Medium,High
89,6,No,No,Medium,Low,Medium
88,6,No,No,High,Low,Medium
131,10,Yes,No,High,Low,High
114,3,No,No,Medium,Low,High
64,2,Yes,No,High,Low,High
91,4,Yes,No,High,Low,High
72,8,Yes,No,Medium,Low,Low
85,5,No,No,High,Low,Low
52,3,No,No,High,Low,High
97,5,Yes,No,High,Medium,Medium
82,9,Yes,Yes,High,High,High
100,8,No,No,Medium,Low,Medium
75,10,No,No,Medium,Medium,High
101,7,No,No,High,High,Low
93,4,No,No,High,Low,High
122,2,Yes,Yes,High,High,High
121,9,Yes,Yes,High,Low,Medium
111,3,Yes,No,Medium,Low,High
95,6,Yes,No,Medium,High,Medium
129,7,Yes,Yes,High,Medium,Medium
76,3,No,No,High,High,Low
78,3,No,No,,Low,Medium
98,3,No,No,High,Medium,Low
133,3,No,No,Medium,High,Low
96,3,Yes,No,High,High,High
97,7,Yes,No,High,Medium,Low
78,5,No,No,High,Low,Medium
114,4,Yes,No,Low,Low,Low
114,6,Yes,No,Medium,Low,Low
111,8,Yes,No,Medium,Medium,Low
90,2,Yes,No,Low,Medium,Low
89,3,Yes,Yes,High,High,High
80,2,No,No,Low,High,Medium
101,7,No,No,Medium,Low,Medium
83,2,Yes,No,High,Low,Medium
82,5,No,No,High,Low,Low
93,10,Yes,Yes,High,High,Medium
92,9,Yes,No,Medium,Medium,Low
91,8,Yes,No,High,Medium,Low
106,8,Yes,No,Medium,Medium,High
101,3,Yes,No,Low,Medium,Low
95,1,No,No,High,Medium,Low
102,2,Yes,No,High,High,Low
85,7,Yes,No,Low,Low,Low
101,4,No,No,High,Low,Low
102,10,No,No,High,Medium,Medium
77,5,No,No,High,Medium,Low
114,1,Yes,No,Medium,Low,Low
86,2,Yes,No,High,Low,High
101,9,Yes,No,Medium,Low,High
117,6,No,No,Medium,Medium,High
113,7,Yes,No,High,Low,High
100,5,Yes,No,Medium,Low,Medium
94,9,No,No,Low,Low,Low
114,10,No,No,Medium,Medium,High
110,5,No,No,Medium,Low,Medium
90,6,No,No,High,Medium,High
88,10,No,No,High,Low,Low
68,9,Yes,No,High,Low,High
102,5,No,No,High,Medium,High
98,4,No,No,High,Low,High
117,5,Yes,Yes,,High,Medium
105,5,Yes,No,Medium,Low,Low
120,5,Yes,Yes,Low,High,High
89,1,Yes,No,Medium,Medium,Medium
117,5,No,No,Medium,Medium,Low
92,5,No,Yes,High,High,High
111,1,No,Yes,High,High,Medium
78,4,Yes,No,Medium,Low,High
103,8,No,No,High,High,Low
70,4,Yes,No,High,Low,Medium
95,7,No,No,Medium,Medium,Medium
106,6,No,Yes,High,High,Medium
92,5,Yes,No,,Low,High
84,9,No,No,High,Medium,High
112,8,Yes,No,High,Low,Low
98,5,No,No,Medium,High,Medium
92,10,Yes,No,Low,Low,Medium
100,7,Yes,No,High,High,Low
139,9,No,No,High,Low,Low
117,7,Yes,No,Medium,High,Low
117,3,No,No,Medium,Low,Medium
106,10,No,No,High,Low,Medium
102,5,No,No,High,Low,High
64,9,No,No,High,Low,Medium
89,9,Yes,No,Low,Medium,Medium
92,8,Yes,No,Low,Low,Medium
71,6,No,No,Low,Low,Medium
82,7,Yes,No,High,Low,Low
70,7,Yes,No,Low,Low,High
99,1,No,No,High,Low,Medium
112,8,No,Yes,High,High,Low
116,6,No,Yes,Medium,High,High
106,7,Yes,No,Medium,Medium,Low
85,10,No,No,High,Low,Low
71,10,No,No,High,Low,High
73,2,No,No,High,High,Low
80,7,No,No,Low,High,High
86,8,Yes,No,Low,Medium,Low
97,5,No,No,High,Medium,Medium
84,1,No,Yes,High,High,High
105,6,Yes,No,Low,High,Low
96,3,No,No,Medium,High,Medium
100,5,No,No,High,High,Low
117,9,No,No,Low,Low,Low
82,7,No,No,High,High,Low
106,8,No,No,Low,High,Low
99,6,No,No,High,Medium,High
94,9,No,No,High,Medium,Low
113,3,No,No,Medium,Low,Medium
113,1,No,Yes,High,High,Low
85,10,No,No,High,Low,Medium
97,4,No,No,High,Low,High
104,8,No,No,Medium,Medium,High
95,6,No,Yes,High,High,Medium
108,7,No,No,High,Low,Low
104,9,Yes,No,High,Medium,High
127,2,Yes,Yes,High,Medium,Medium
77,7,No,No,Low,Medium,High
98,4,No,No,Medium,High,Low
86,7,No,Yes,High,High,Medium
109,8,No,No,Low,Medium,Medium
75,2,No,No,High,High,Low
105,7,No,No,High,High,Low
90,8,No,No,High,Medium,Low
88,1,Yes,No,High,Low,High
78,10,Yes,No,Medium,High,Medium
93,5,Yes,No,High,Medium,Low
116,9,No,No,Low,Medium,Low
99,2,Yes,No,Medium,High,High
109,6,No,No,Medium,Low,High
124,2,No,Yes,High,Low,Medium
103,3,Yes,No,High,Low,Low
91,6,Yes,No,Medium,Low,Low
107,5,Yes,No,High,Low,Medium
91,4,Yes,No,Low,Low,High
92,7,Yes,No,High,Low,High
77,3,No,No,Low,High,High
113,10,No,Yes,High,Low,High
94,7,No,No,High,High,Medium
102,9,Yes,No,High,Medium,High
84,2,No,No,Medium,Low,Medium
106,5,Yes,No,High,Medium,Low
88,1,Yes,No,Medium,Medium,Medium
97,7,No,No,High,Low,Low
113,2,No,Yes,,High,Medium
111,5,Yes,Yes,High,High,High
99,1,No,No,High,Low,Medium
73,1,Yes,No,,Medium,High
144,4,Yes,Yes,High,Medium,High
126,7,No,No,Medium,Low,Medium
88,8,No,No,Medium,High,Low
98,9,No,No,Medium,High,Medium
91,4,Yes,No,High,Medium,High
118,2,No,Yes,High,High,Medium
103,10,No,No,Low,Medium,High
88,10,No,No,High,Low,Low
92,3,Yes,No,Medium,Medium,Medium
116,9,Yes,Yes,High,High,High
124,8,Yes,Yes,,Medium,Medium
122,6,No,Yes,High,Low,High
111,3,Yes,No,High,Low,Low
96,10,Yes,No,Low,Medium,High
51,8,No,No,Medium,High,Medium
104,2,No,No,Medium,Medium,Medium
99,4,No,No,Medium,High,High
102,4,Yes,No,High,High,Medium
100,9,No,No,Low,High,Low
80,8,Yes,No,High,Low,Low
108,7,Yes,No,High,Low,Low
109,4,Yes,No,Medium,Medium,Medium
110,7,No,No,High,High,Low
114,1,Yes,No,Medium,Medium,Medium
109,8,No,No,High,Medium,Low
93,8,No,No,High,Low,Medium
98,9,No,No,Medium,High,Low
101,9,No,No,Medium,High,Low
101,1,Yes,No,Medium,Low,High
114,10,No,Yes,High,Medium,Medium
109,7,Yes,No,Low,Low,Medium
131,1,No,No,Low,Medium,Low
133,6,Yes,No,High,Medium,Low
101,5,No,No,High,Medium,High
42,2,Yes,No,High,Medium,High
118,3,Yes,No,Medium,Medium,High
91,8,Yes,No,High,Low,High
87,2,Yes,No,High,Medium,High
94,4,No,No,Low,Low,Low
93,3,No,No,High,Medium,High
109,7,No,No,Low,Low,Low
76,8,Yes,No,Medium,Low,Medium
83,4,Yes,No,High,Medium,Low
105,6,No,No,Medium,High,Low
109,3,No,No,,Low,Low
109,7,No,No,Medium,Medium,High
88,8,No,No,Medium,High,High
85,7,Yes,No,High,Low,High
92,4,Yes,No,High,Medium,Medium
103,10,Yes,No,Medium,Low,Medium
122,9,No,Yes,High,High,High
69,10,No,No,Low,Low,High
96,8,Yes,Yes,High,High,Medium
80,6,No,No,Medium,High,Low
75,2,No,No,High,Low,Medium
114,10,No,No,Medium,Low,Medium
108,7,Yes,No,High,Low,Low
106,9,Yes,Yes,High,High,High
113,9,No,No,Low,Medium,High
92,9,No,Yes,High,High,High
93,9,No,No,Medium,Low,Medium
132,6,Yes,No,Medium,Medium,High
96,1,No,No,High,Low,Medium
111,6,No,No,Low,Low,High
100,5,Yes,No,Low,High,Low
72,7,No,No,High,High,Medium
69,8,No,No,High,Medium,High
91,1,No,No,Low,Medium,High
115,10,Yes,No,High,Low,High
111,4,No,Yes,High,Medium,Medium
113,4,Yes,Yes,High,High,Medium
85,1,No,No,High,High,Low
124,4,No,Yes,High,High,High
85,7,Yes,No,High,Low,Low
103,6,No,No,Medium,High,Low
99,4,Yes,No,Low,High,Medium
97,2,No,Yes,High,High,High
120,7,No,Yes,,Medium,High
89,8,No,No,High,Low,High
79,9,Yes,No,Low,Low,Medium
100,9,Yes,No,High,High,Low
94,4,Yes,No,High,Low,High
150,3,No,Yes,High,High,Low
110,5,No,No,High,Low,High
93,6,No,No,High,Medium,Medium
84,8,No,No,Medium,Low,Low
71,3,Yes,No,High,High,Low
84,6,No,No,High,Medium,Medium
101,5,Yes,No,Medium,Low,High
121,7,No,No,Medium,Low,Low
116,9,Yes,Yes,High,Low,Medium
103,7,No,No,High,Low,Medium
95,6,No,No,High,Low,High
104,9,No,No,Low,High,Low
92,10,Yes,No,Low,Low,Low
125,4,No,No,Medium,Low,Medium
97,1,No,No,High,Medium,Low
98,8,No,No,High,Low,Low
66,6,No,No,High,Low,Medium
97,6,Yes,No,High,Medium,Low
112,5,Yes,No,Low,Low,Low
83,10,No,No,Low,Low,High
88,3,No,No,Medium,High,Medium
111,6,No,No,Medium,Low,Medium
77,1,Yes,No,Low,Low,High
115,7,No,No,High,Medium,Low
92,6,Yes,No,High,Low,Low
94,5,Yes,No,High,Low,High
83,3,Yes,No,High,Medium,Low
105,8,No,No,High,Low,Low
136,4,No,No,High,Low,Low
111,9,Yes,No,Medium,Low,Low
87,9,No,No,High,Low,Low
117,5,No,No,Low,Low,Medium
95,7,No,No,Low,High,High
120,6,Yes,Yes,Low,High,Medium
112,6,Yes,Yes,High,Low,Medium
55,4,No,No,High,Low,Low
84,10,No,No,High,Medium,Medium
114,8,Yes,No,High,Low,Medium
102,10,Yes,No,High,High,Low
84,3,Yes,Yes,High,High,Medium
90,5,No,No,High,Medium,Medium
71,1,Yes,No,High,Low,Low
98,1,No,No,Medium,Low,Medium
133,9,No,No,Medium,Medium,Low
112,4,No,Yes,High,High,Medium
132,9,Yes,Yes,Low,High,Medium
113,7,Yes,Yes,High,Low,Medium
115,10,Yes,No,Medium,High,Low
129,8,No,Yes,High,Medium,High
105,9,Yes,No,Medium,Low,High
97,1,Yes,No,High,Medium,High
115,7,Yes,No,Medium,Low,Medium
121,8,No,No,High,Medium,High
92,2,Yes,No,Medium,Low,Low
89,10,Yes,No,,Low,Medium
102,9,No,No,High,Low,High
112,1,No,Yes,Medium,High,High
111,3,Yes,Yes,High,High,Medium
78,9,No,No,Medium,Low,Low
128,1,Yes,No,Medium,Medium,Medium
90,4,Yes,No,Low,Medium,Medium
96,10,No,No,High,Medium,Low
86,6,No,No,Medium,Low,Low
140,6,No,Yes,Medium,High,Medium
103,4,No,Yes,High,High,High
87,10,Yes,No,High,Medium,High
112,10,No,No,Low,Low,Medium
111,10,No,Yes,High,Low,High
97,10,No,No,High,Medium,High
112,1,Yes,No,Low,High,Low
87,5,Yes,No,High,Low,Medium
92,5,No,No,High,High,High
69,3,No,No,High,Medium,Medium
80,3,Yes,No,High,Medium,Low
127,4,No,No,High,Low,Low
124,3,No,No,Low,Low,Medium
100,3,No,No,High,Low,High
124,3,No,No,Low,Medium,High
97,7,No,No,High,Medium,High
96,9,No,No,Low,Medium,Low
100,1,No,No,High,Low,High
98,8,No,No,Medium,Low,High
96,10,No,No,Medium,Medium,High
117,1,No,No,High,Low,High
102,9,No,No,High,Low,Low
110,8,Yes,No,Medium,Medium,Medium
115,6,No,Yes,High,High,Medium
105,6,No,No,Low,High,Low
85,10,Yes,No,Medium,Low,Low
79,7,No,No,Medium,Medium,Medium
102,8,Yes,No,High,Medium,High
97,7,No,No,Low,Low,High
101,1,No,No,Low,High,High
99,10,Yes,No,Low,Low,High
138,4,Yes,Yes,High,Low,Medium
80,4,Yes,No,Medium,High,Medium
70,9,No,Yes,High,High,Medium
104,9,Yes,No,Low,Low,High
94,3,Yes,No,Low,Low,Low
104,9,Yes,No,Medium,High,High
108,5,No,No,High,Medium,Medium
119,6,No,Yes,High,Medium,Medium
77,7,Yes,No,Low,High,Medium
91,3,No,Yes,,High,High
106,4,Yes,No,Medium,Low,High
111,5,Yes,Yes,High,Low,Medium
132,1,Yes,No,High,Medium,High
114,8,No,No,Medium,Low,High
99,7,No,No,High,Low,Medium
86,2,No,No,High,Medium,Low
91,7,No,No,Medium,High,Medium
91,9,No,No,High,Low,High
109,5,Yes,No,Medium,Medium,Low
103,6,No,No,High,Medium,Low
80,5,Yes,No,Medium,Low,High
93,1,Yes,No,High,High,Low
113,6,Yes,Yes,Low,High,High
105,7,Yes,No,Low,High,Medium
108,5,No,No,Medium,Low,High
105,3,No,No,Low,Low,High
124,6,Yes,No,High,Low,Low
103,7,Yes,No,Low,Low,Low
94,10,No,No,High,Low,Low
86,10,No,No,Medium,High,High
103,9,No,No,High,Medium,High
63,7,No,No,High,High,Low
97,3,No,No,,Medium,High
96,1,No,No,,Low,Medium
79,7,No,No,High,Low,High
86,8,Yes,No,High,Low,Medium
112,1,No,No,Medium,Low,High
103,5,No,Yes,High,High,Medium
101,8,No,Yes,High,High,High
104,10,No,No,Low,Medium,Low
101,7,No,No,Medium,Medium,Medium
118,2,No,No,Low,High,Low
101,4,No,Yes,High,High,High
78,6,Yes,No,Medium,Low,Low
124,7,No,No,High,Low,Medium
105,7,Yes,Yes,High,High,Medium
91,3,No,No,High,Medium,Low
81,8,Yes,No,High,Medium,Low
105,7,No,No,High,High,Low
98,4,Yes,No,Medium,High,High
123,10,Yes,No,Medium,Medium,Low
94,4,Yes,No,High,High,Medium
87,4,No,No,Medium,Low,Medium
113,5,No,Yes,Medium,High,High
113,2,Yes,Yes,High,Low,High
102,9,Yes,Yes,High,High,Medium
110,6,Yes,No,High,Low,Medium
99,8,Yes,No,Medium,Low,Low
103,1,No,No,Medium,Low,Medium
117,6,Yes,Yes,High,High,Medium
109,6,No,No,Low,Medium,High
97,8,Yes,No,Medium,Medium,Medium
120,1,No,No,Low,Medium,Medium
64,5,Yes,No,Low,Low,Low
130,3,No,No,Medium,Low,High
74,6,No,No,Low,Low,Low
90,9,Yes,No,Medium,Medium,Low
99,10,Yes,No,High,Low,Low
97,3,Yes,No,Low,Low,Medium
115,9,No,Yes,Medium,High,High
84,9,Yes,No,High,Low,Low
103,1,No,No,High,Low,Medium
91,2,No,No,Medium,High,Medium
104,4,No,Yes,High,High,High
99,7,No,No,Medium,Low,High
101,2,Yes,No,Low,High,High
91,7,No,No,,Low,High
92,5,No,No,High,Low,Medium
104,10,No,No,Medium,Low,Low
114,7,No,Yes,High,Low,High
91,9,No,No,High,Medium,Low
86,9,No,No,Medium,High,Low
109,3,No,No,Medium,Medium,Low
99,3,No,No,Medium,Medium,High
112,7,No,Yes,High,High,High
86,5,No,No,Low,Medium,Low
73,5,No,Yes,High,High,High
92,5,No,No,Low,Low,Medium
88,9,Yes,No,High,Low,Low
98,4,No,No,High,Medium,Medium
90,6,Yes,Yes,High,High,High
111,6,No,No,Low,Medium,Medium
95,7,Yes,No,Medium,High,Medium
102,2,No,No,High,Medium,Medium
102,6,Yes,No,Low,High,Low
102,9,No,No,Medium,Low,High
99,3,Yes,No,High,Medium,Low
107,2,No,No,High,Medium,High
88,8,No,No,Low,High,Medium
120,1,No,Yes,High,Medium,Medium
96,8,Yes,No,High,Medium,High
80,5,No,No,Low,Low,High
102,9,No,No,High,Low,Medium
87,9,Yes,No,Low,High,High
109,4,No,No,Low,High,High
133,1,Yes,No,Medium,Low,Medium
88,5,No,No,Medium,Low,Low
104,7,Yes,No,High,High,Low
73,9,Yes,No,Medium,High,High
106,10,Yes,No,High,High,High
86,9,No,No,High,Low,High
90,9,No,No,Medium,High,Low
83,6,No,Yes,High,High,High
110,2,No,Yes,High,High,Medium
115,5,Yes,Yes,High,Low,High
100,3,Yes,No,High,Medium,Low
87,6,No,No,Medium,Medium,Low
123,5,No,Yes,High,Low,High
88,10,No,No,Low,Medium,Medium
67,1,No,No,High,Low,Medium
106,10,No,Yes,High,High,Medium
83,10,Yes,No,Low,Medium,High
114,2,Yes,No,Medium,Low,Medium
94,5,No,Yes,High,High,High
109,6,Yes,No,High,Medium,Medium
121,1,Yes,No,Medium,Medium,Low
81,7,Yes,No,High,Low,Low
